Delivery_ID,Driver_ID,Timestamp,Order_Value_INR,Distance_Variance_Pct,Flag_Distance_Tampering,Flag_High_Value_Leakage,Flag_GPS_Spoofing,Total_Risk_Score,Risk_Category
DEL-10845,DRV-009,"2026-09-02 10:56:00",18410,2.96,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10208,DRV-010,"2026-09-02 09:03:00",18201,1.42,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10305,DRV-010,"2026-09-02 09:38:00",22719,1.52,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10031,DRV-011,"2026-09-02 08:43:00",20376,4.64,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10141,DRV-011,"2026-09-02 09:02:00",23152,1.9,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10516,DRV-011,"2026-09-02 09:56:00",15886,5.01,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10706,DRV-011,"2026-09-02 10:26:00",15877,1.32,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10732,DRV-011,"2026-09-02 10:41:00",22893,4.37,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10108,DRV-013,"2026-09-02 08:15:00",22606,1.53,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10526,DRV-014,"2026-09-02 09:14:00",22773,4.41,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10568,DRV-014,"2026-09-02 09:26:00",15682,1.36,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10471,DRV-016,"2026-09-02 09:15:00",15870,3.26,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10140,DRV-017,"2026-09-02 08:29:00",18861,3.17,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10210,DRV-017,"2026-09-02 08:55:00",24804,4,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10617,DRV-017,"2026-09-02 09:03:00",18329,2.56,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10095,DRV-018,"2026-09-02 08:23:00",23881,2.14,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10161,DRV-018,"2026-09-02 08:51:00",16310,2.81,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10447,DRV-018,"2026-09-02 09:24:00",15263,2.45,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10157,DRV-019,"2026-09-02 08:27:00",23380,1.07,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10007,DRV-023,"2026-09-02 08:06:00",20282,3.92,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10595,DRV-024,"2026-09-02 09:46:00",22196,2.36,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10011,DRV-025,"2026-09-02 08:11:00",21330,2.55,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10168,DRV-025,"2026-09-02 08:35:00",17445,3,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10448,DRV-025,"2026-09-02 09:16:00",18145,1.3,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10650,DRV-025,"2026-09-02 10:03:00",15540,2.85,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10073,DRV-026,"2026-09-02 08:48:00",18070,1.44,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10382,DRV-026,"2026-09-02 09:28:00",23554,3.56,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10671,DRV-026,"2026-09-02 10:22:00",16143,1.2,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10764,DRV-026,"2026-09-02 10:50:00",18382,2.17,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10278,DRV-027,"2026-09-02 08:14:00",16847,2.49,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10626,DRV-028,"2026-09-02 09:45:00",22884,4.82,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10057,DRV-029,"2026-09-02 08:10:00",23843,3.68,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10146,DRV-030,"2026-09-02 08:31:00",19671,2.98,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10385,DRV-031,"2026-09-02 09:13:00",18174,3.7,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10699,DRV-031,"2026-09-02 09:46:00",22729,3.45,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10017,DRV-032,"2026-09-02 08:11:00",21564,2.11,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10494,DRV-032,"2026-09-02 09:31:00",15044,1.35,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10580,DRV-032,"2026-09-02 09:36:00",18544,1.36,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10860,DRV-033,"2026-09-02 10:12:00",24634,2.53,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10959,DRV-034,"2026-09-02 10:49:00",16554,1.03,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10129,DRV-035,"2026-09-02 09:03:00",15075,1.89,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10155,DRV-035,"2026-09-02 09:31:00",15707,3.48,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10781,DRV-035,"2026-09-02 10:54:00",18184,2.45,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10872,DRV-035,"2026-09-02 11:22:00",18474,4.9,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10969,DRV-035,"2026-09-02 11:43:00",17889,4.36,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10920,DRV-036,"2026-09-02 12:38:00",19529,3.71,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10534,DRV-037,"2026-09-02 09:33:00",21862,4,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10823,DRV-039,"2026-09-02 10:30:00",23316,2.87,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10905,DRV-039,"2026-09-02 10:50:00",16926,3.1,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10997,DRV-039,"2026-09-02 11:08:00",18435,0.89,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10487,DRV-040,"2026-09-02 09:49:00",20700,4.67,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10973,DRV-040,"2026-09-02 11:24:00",20967,2.41,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10001,DRV-041,"2026-09-02 08:09:00",24799,1.92,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10738,DRV-041,"2026-09-02 10:52:00",21721,4.1,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10413,DRV-042,"2026-09-02 10:02:00",15238,3.2,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10054,DRV-043,"2026-09-02 08:11:00",15482,1.06,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10955,DRV-043,"2026-09-02 11:09:00",22130,1.14,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10353,DRV-044,"2026-09-02 09:07:00",16568,1.79,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10647,DRV-044,"2026-09-02 10:20:00",21851,4.46,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10651,DRV-044,"2026-09-02 10:29:00",20934,1.01,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10719,DRV-044,"2026-09-02 10:56:00",15262,4.84,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10803,DRV-044,"2026-09-02 11:11:00",23687,1.86,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10960,DRV-044,"2026-09-02 12:12:00",20987,4.94,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10439,DRV-045,"2026-09-02 09:12:00",16081,4.7,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10530,DRV-045,"2026-09-02 09:42:00",22074,3.31,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10004,DRV-046,"2026-09-02 08:04:00",18356,2.77,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10993,DRV-047,"2026-09-02 10:40:00",15122,1.47,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10565,DRV-048,"2026-09-02 09:39:00",15335,1.25,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10767,DRV-048,"2026-09-02 10:34:00",24287,2.65,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10971,DRV-048,"2026-09-02 11:02:00",24138,1.6,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10498,DRV-049,"2026-09-02 09:57:00",24059,5.03,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10268,DRV-050,"2026-09-02 09:08:00",20070,1.65,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10273,DRV-050,"2026-09-02 09:20:00",17783,4.24,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10907,DRV-050,"2026-09-02 11:20:00",16443,4.5,0,1,0,2,"High Risk (Financial Leakage)"
DEL-10887,DRV-001,"2026-09-02 10:35:00",11703,30.06,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10036,DRV-003,"2026-09-02 08:23:00",2821,33.24,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10062,DRV-003,"2026-09-02 08:36:00",4786,23.36,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10421,DRV-003,"2026-09-02 09:21:00",7750,20.02,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10049,DRV-004,"2026-09-02 08:22:00",16123,29.23,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10713,DRV-004,"2026-09-02 09:22:00",15391,17.86,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10293,DRV-009,"2026-09-02 08:41:00",15497,16.36,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10573,DRV-009,"2026-09-02 10:13:00",2520,23.26,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10504,DRV-011,"2026-09-02 09:53:00",23570,25.31,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10677,DRV-011,"2026-09-02 10:10:00",13718,27.77,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10745,DRV-012,"2026-09-02 09:33:00",17052,17.17,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10590,DRV-013,"2026-09-02 10:27:00",16629,17.51,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10739,DRV-013,"2026-09-02 11:24:00",6313,28.07,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10363,DRV-019,"2026-09-02 09:15:00",3089,26.37,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10747,DRV-019,"2026-09-02 09:22:00",20759,18.25,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10479,DRV-022,"2026-09-02 09:29:00",22688,31.63,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10445,DRV-023,"2026-09-02 09:27:00",14822,16.83,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10509,DRV-025,"2026-09-02 09:29:00",21262,17.41,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10045,DRV-026,"2026-09-02 08:25:00",5894,22.42,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10463,DRV-026,"2026-09-02 09:38:00",10050,19.11,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10513,DRV-028,"2026-09-02 09:03:00",16710,33.17,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10945,DRV-028,"2026-09-02 10:34:00",6741,18.14,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10104,DRV-030,"2026-09-02 08:16:00",9024,22.92,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10577,DRV-030,"2026-09-02 09:45:00",19305,27.55,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10742,DRV-030,"2026-09-02 10:12:00",5572,28.04,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10958,DRV-030,"2026-09-02 10:49:00",23846,31.85,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10888,DRV-032,"2026-09-02 10:36:00",15694,32.72,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10539,DRV-033,"2026-09-02 09:42:00",5591,16.27,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10770,DRV-036,"2026-09-02 11:49:00",18511,19.16,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10184,DRV-037,"2026-09-02 08:33:00",10195,27.11,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10386,DRV-039,"2026-09-02 09:21:00",3182,28.31,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10454,DRV-039,"2026-09-02 09:25:00",11130,34.3,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10139,DRV-040,"2026-09-02 08:15:00",24751,29.91,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10347,DRV-040,"2026-09-02 09:14:00",13376,19.01,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10339,DRV-042,"2026-09-02 09:37:00",9863,22.13,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10472,DRV-042,"2026-09-02 10:24:00",13594,27.61,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10085,DRV-043,"2026-09-02 08:24:00",11483,21.18,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10227,DRV-043,"2026-09-02 09:10:00",9263,19.87,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10330,DRV-044,"2026-09-02 08:53:00",15361,17.2,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10544,DRV-045,"2026-09-02 09:48:00",16766,18.85,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10728,DRV-045,"2026-09-02 10:13:00",23776,30.99,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10587,DRV-048,"2026-09-02 09:52:00",7689,16.02,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10228,DRV-049,"2026-09-02 09:15:00",11635,20.67,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10446,DRV-050,"2026-09-02 10:01:00",20016,27.73,1,0,0,1,"Medium Risk (Distance Tampering)"
DEL-10035,DRV-001,"2026-09-02 08:13:00",21179,1.28,0,0,0,0,"Low Risk"
DEL-10159,DRV-001,"2026-09-02 08:26:00",3554,2.87,0,0,0,0,"Low Risk"
DEL-10238,DRV-001,"2026-09-02 08:37:00",14611,2.49,0,0,0,0,"Low Risk"
DEL-10282,DRV-001,"2026-09-02 08:48:00",1122,4.34,0,0,0,0,"Low Risk"
DEL-10376,DRV-001,"2026-09-02 09:02:00",10167,1.73,0,0,0,0,"Low Risk"
DEL-10379,DRV-001,"2026-09-02 09:12:00",8217,4.87,0,0,0,0,"Low Risk"
DEL-10493,DRV-001,"2026-09-02 09:25:00",6893,2.64,0,0,0,0,"Low Risk"
DEL-10511,DRV-001,"2026-09-02 09:38:00",24509,3.54,0,0,0,0,"Low Risk"
DEL-10550,DRV-001,"2026-09-02 09:49:00",15958,4.6,0,0,0,0,"Low Risk"
DEL-10559,DRV-001,"2026-09-02 09:56:00",12829,1.43,0,0,0,0,"Low Risk"
DEL-10673,DRV-001,"2026-09-02 10:01:00",8653,2.25,0,0,0,0,"Low Risk"
DEL-10689,DRV-001,"2026-09-02 10:15:00",4118,1.6,0,0,0,0,"Low Risk"
DEL-10720,DRV-001,"2026-09-02 10:21:00",2091,4.33,0,0,0,0,"Low Risk"
DEL-10766,DRV-001,"2026-09-02 10:28:00",13413,2.19,0,0,0,0,"Low Risk"
DEL-10125,DRV-002,"2026-09-02 08:08:00",7761,2.17,0,0,0,0,"Low Risk"
DEL-10209,DRV-002,"2026-09-02 08:23:00",12238,1.14,0,0,0,0,"Low Risk"
DEL-10213,DRV-002,"2026-09-02 08:26:00",16195,3.7,0,0,0,0,"Low Risk"
DEL-10230,DRV-002,"2026-09-02 08:40:00",17882,2.55,0,0,0,0,"Low Risk"
DEL-10316,DRV-002,"2026-09-02 08:48:00",19252,4.2,0,0,0,0,"Low Risk"
DEL-10327,DRV-002,"2026-09-02 09:03:00",21519,3.54,0,0,0,0,"Low Risk"
DEL-10349,DRV-002,"2026-09-02 09:13:00",22579,3.37,0,0,0,0,"Low Risk"
DEL-10402,DRV-002,"2026-09-02 09:16:00",2704,2.87,0,0,0,0,"Low Risk"
DEL-10475,DRV-002,"2026-09-02 09:31:00",10180,1.47,0,0,0,0,"Low Risk"
DEL-10495,DRV-002,"2026-09-02 09:35:00",7726,2.11,0,0,0,0,"Low Risk"
DEL-10546,DRV-002,"2026-09-02 09:38:00",14568,2.04,0,0,0,0,"Low Risk"
DEL-10589,DRV-002,"2026-09-02 09:51:00",12023,3.27,0,0,0,0,"Low Risk"
DEL-10681,DRV-002,"2026-09-02 10:12:00",4294,2.6,0,0,0,0,"Low Risk"
DEL-10946,DRV-002,"2026-09-02 10:19:00",6046,3.52,0,0,0,0,"Low Risk"
DEL-10962,DRV-002,"2026-09-02 10:29:00",9681,2.38,0,0,0,0,"Low Risk"
DEL-10003,DRV-003,"2026-09-02 08:08:00",7664,3.18,0,0,0,0,"Low Risk"
DEL-10010,DRV-003,"2026-09-02 08:18:00",9982,4.5,0,0,0,0,"Low Risk"
DEL-10307,DRV-003,"2026-09-02 08:57:00",22751,2.48,0,0,0,0,"Low Risk"
DEL-10500,DRV-003,"2026-09-02 09:33:00",11922,4.51,0,0,0,0,"Low Risk"
DEL-10536,DRV-003,"2026-09-02 09:43:00",13540,3.51,0,0,0,0,"Low Risk"
DEL-10675,DRV-003,"2026-09-02 09:55:00",10029,2.7,0,0,0,0,"Low Risk"
DEL-10716,DRV-003,"2026-09-02 10:08:00",16635,1.44,0,0,0,0,"Low Risk"
DEL-10757,DRV-003,"2026-09-02 10:21:00",2278,3.38,0,0,0,0,"Low Risk"
DEL-10786,DRV-003,"2026-09-02 10:32:00",16479,2.13,0,0,0,0,"Low Risk"
DEL-10797,DRV-003,"2026-09-02 10:46:00",19910,3.5,0,0,0,0,"Low Risk"
DEL-10798,DRV-003,"2026-09-02 10:59:00",5312,2.01,0,0,0,0,"Low Risk"
DEL-10822,DRV-003,"2026-09-02 11:05:00",13628,3.86,0,0,0,0,"Low Risk"
DEL-10892,DRV-003,"2026-09-02 11:13:00",24595,2.93,0,0,0,0,"Low Risk"
DEL-10982,DRV-003,"2026-09-02 11:24:00",17412,1.72,0,0,0,0,"Low Risk"
DEL-10020,DRV-004,"2026-09-02 08:15:00",5508,4.15,0,0,0,0,"Low Risk"
DEL-10233,DRV-004,"2026-09-02 08:28:00",9416,2.97,0,0,0,0,"Low Risk"
DEL-10256,DRV-004,"2026-09-02 08:38:00",11753,3.03,0,0,0,0,"Low Risk"
DEL-10407,DRV-004,"2026-09-02 08:49:00",19887,3.54,0,0,0,0,"Low Risk"
DEL-10571,DRV-004,"2026-09-02 09:00:00",9025,4.83,0,0,0,0,"Low Risk"
DEL-10646,DRV-004,"2026-09-02 09:07:00",19251,3.66,0,0,0,0,"Low Risk"
DEL-10736,DRV-004,"2026-09-02 09:33:00",13199,4.84,0,0,0,0,"Low Risk"
DEL-10737,DRV-004,"2026-09-02 09:42:00",8735,4,0,0,0,0,"Low Risk"
